               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 153,            0.021236,            0.014775,           0.0020767,             0.98133,                   1,               0.995,             0.85409,            0.016426,           0.0048477,            0.001504,            0.004984,            0.004984,            0.004984
                 154,            0.020946,            0.011552,           0.0030661,              0.9942,                   1,               0.995,              0.8052,            0.020447,           0.0050152,           0.0017981,            0.004951,            0.004951,            0.004951
                 155,             0.01955,            0.012617,           0.0018383,             0.99733,                   1,               0.995,             0.80276,            0.017057,           0.0047644,           0.0020463,            0.004918,            0.004918,            0.004918
                 156,             0.02069,             0.01094,           0.0027495,              0.9972,             0.99985,               0.995,             0.80168,            0.017387,           0.0049475,           0.0020858,            0.004885,            0.004885,            0.004885
                 157,            0.022736,            0.010873,            0.001921,             0.99519,                   1,               0.995,             0.77745,            0.023304,            0.004938,           0.0020834,            0.004852,            0.004852,            0.004852
                 158,            0.020334,            0.011845,           0.0018561,             0.99532,                   1,               0.995,             0.82161,            0.014803,           0.0049428,           0.0019896,            0.004819,            0.004819,            0.004819
                 159,            0.018016,            0.012823,           0.0022419,             0.99583,                   1,               0.995,             0.83503,            0.014423,           0.0047177,           0.0019819,            0.004786,            0.004786,            0.004786
                 160,            0.016639,           0.0099337,           0.0020115,             0.99721,             0.99992,               0.995,             0.83672,            0.014422,           0.0047614,           0.0020636,            0.004753,            0.004753,            0.004753
                 161,            0.017555,            0.011911,            0.001614,              0.9963,                   1,               0.995,             0.84067,            0.015636,           0.0048954,           0.0017916,             0.00472,             0.00472,             0.00472
                 162,            0.016185,            0.010895,           0.0018765,             0.99418,                   1,               0.995,             0.79862,            0.014842,           0.0049326,           0.0015432,            0.004687,            0.004687,            0.004687
                 163,             0.01654,            0.010765,           0.0018557,             0.99457,             0.99997,               0.995,             0.82552,            0.015465,           0.0049113,           0.0013757,            0.004654,            0.004654,            0.004654
                 164,             0.01842,            0.010136,           0.0017579,               0.993,                   1,               0.995,             0.84251,            0.018855,           0.0050465,           0.0013452,            0.004621,            0.004621,            0.004621
                 165,            0.022346,            0.011187,           0.0016555,             0.99138,                   1,               0.995,             0.80962,            0.017314,           0.0049702,           0.0012324,            0.004588,            0.004588,            0.004588
                 166,             0.01967,            0.010926,            0.002331,             0.99103,                   1,               0.995,             0.84215,            0.016094,           0.0048958,           0.0013863,            0.004555,            0.004555,            0.004555
                 167,            0.018175,            0.011936,           0.0017044,             0.98994,                   1,               0.995,             0.86248,            0.013297,           0.0045637,           0.0014195,            0.004522,            0.004522,            0.004522
                 168,            0.017846,            0.012633,           0.0024494,             0.98937,             0.99992,               0.995,             0.81821,            0.017409,           0.0046829,            0.001345,            0.004489,            0.004489,            0.004489
                 169,            0.017246,           0.0095242,            0.001745,             0.99488,                   1,               0.995,             0.86174,            0.014208,            0.004796,           0.0012777,            0.004456,            0.004456,            0.004456
                 170,            0.018819,            0.012477,           0.0018317,             0.99772,                   1,               0.995,             0.83292,            0.017296,           0.0049858,           0.0012304,            0.004423,            0.004423,            0.004423
                 171,            0.016742,            0.010942,           0.0017371,             0.99682,                   1,               0.995,              0.8487,            0.014256,           0.0048225,           0.0015762,             0.00439,             0.00439,             0.00439
                 172,            0.016987,            0.010766,           0.0015354,             0.99052,                   1,               0.995,              0.8448,            0.015932,           0.0049849,           0.0018755,            0.004357,            0.004357,            0.004357
                 173,            0.017337,            0.010145,           0.0019304,             0.98946,                   1,               0.995,             0.81365,            0.015374,            0.004925,           0.0020171,            0.004324,            0.004324,            0.004324
                 174,            0.017355,            0.010324,           0.0017921,             0.99815,                   1,               0.995,             0.87193,            0.014476,           0.0047305,           0.0017074,            0.004291,            0.004291,            0.004291
                 175,            0.015666,           0.0088167,           0.0016199,              0.9968,                   1,               0.995,             0.85005,            0.013628,           0.0046191,           0.0016503,            0.004258,            0.004258,            0.004258
                 176,            0.016817,             0.01088,           0.0018385,             0.99547,                   1,               0.995,             0.85562,            0.015763,           0.0048087,           0.0015645,            0.004225,            0.004225,            0.004225
                 177,            0.016749,           0.0097537,           0.0016695,             0.99405,              0.9998,               0.995,             0.85658,            0.014499,           0.0047122,           0.0014588,            0.004192,            0.004192,            0.004192
                 178,            0.014936,           0.0097304,           0.0016504,             0.99256,                   1,               0.995,              0.8535,             0.01519,           0.0048948,           0.0012623,            0.004159,            0.004159,            0.004159
                 179,            0.014668,            0.010163,           0.0013652,             0.99381,                   1,               0.995,             0.88755,            0.013678,           0.0044766,           0.0011516,            0.004126,            0.004126,            0.004126
                 180,            0.014478,            0.010491,           0.0013246,             0.99356,                   1,               0.995,             0.83556,            0.013632,           0.0044492,           0.0011137,            0.004093,            0.004093,            0.004093
                 181,            0.016632,           0.0086828,           0.0023394,             0.99444,                   1,               0.995,              0.8679,            0.015229,           0.0044509,           0.0012229,             0.00406,             0.00406,             0.00406
                 182,            0.015965,           0.0091017,           0.0013842,             0.99625,                   1,               0.995,             0.83778,            0.013814,           0.0044982,           0.0013187,            0.004027,            0.004027,            0.004027
                 183,            0.013652,            0.011028,           0.0013551,              0.9941,                   1,               0.995,             0.85563,            0.013633,           0.0045439,           0.0014621,            0.003994,            0.003994,            0.003994
                 184,            0.015176,           0.0082715,           0.0021967,             0.97779,                   1,               0.995,             0.88493,            0.014061,            0.004653,           0.0016762,            0.003961,            0.003961,            0.003961
                 185,            0.017434,           0.0093571,           0.0015962,             0.99397,             0.96479,               0.995,             0.84313,            0.013865,           0.0047709,             0.00209,            0.003928,            0.003928,            0.003928
                 186,            0.015197,            0.011105,           0.0014245,             0.97556,              0.9999,               0.995,              0.8605,            0.013845,           0.0048496,           0.0015457,            0.003895,            0.003895,            0.003895
                 187,            0.014201,           0.0089068,           0.0013477,             0.98619,                   1,               0.995,             0.84982,            0.013162,           0.0046426,           0.0013124,            0.003862,            0.003862,            0.003862
                 188,            0.014677,           0.0097334,           0.0015698,             0.98824,                   1,               0.995,             0.82035,            0.016487,           0.0046407,           0.0013124,            0.003829,            0.003829,            0.003829
                 189,            0.017712,            0.010377,           0.0019139,             0.99016,             0.99994,               0.995,             0.86026,            0.014842,           0.0044944,           0.0015241,            0.003796,            0.003796,            0.003796
                 190,            0.018358,            0.011032,           0.0012376,              0.9955,                   1,               0.995,             0.79702,            0.015919,           0.0044809,           0.0019685,            0.003763,            0.003763,            0.003763
                 191,             0.01501,           0.0097712,           0.0017124,             0.98422,                   1,               0.995,             0.85853,            0.013451,           0.0042759,           0.0024442,             0.00373,             0.00373,             0.00373
                 192,            0.013849,            0.010001,           0.0020658,             0.97804,                   1,               0.995,              0.8539,            0.014108,           0.0045073,           0.0026128,            0.003697,            0.003697,            0.003697
                 193,            0.017083,            0.008907,            0.002097,             0.96369,             0.99997,               0.995,             0.84613,            0.016434,           0.0046028,           0.0027903,            0.003664,            0.003664,            0.003664
                 194,            0.015061,           0.0098403,           0.0016224,             0.99183,                   1,               0.995,             0.86696,            0.013873,           0.0045609,           0.0020785,            0.003631,            0.003631,            0.003631
                 195,            0.014613,           0.0084987,            0.001538,             0.99501,                   1,               0.995,             0.87415,            0.013622,            0.004551,           0.0015548,            0.003598,            0.003598,            0.003598
                 196,            0.013912,            0.010437,           0.0015168,             0.99439,                   1,               0.995,             0.88602,            0.013016,           0.0044422,           0.0014155,            0.003565,            0.003565,            0.003565
                 197,            0.015358,            0.010786,           0.0016032,              0.9941,                   1,               0.995,             0.84415,            0.014805,           0.0045479,           0.0012447,            0.003532,            0.003532,            0.003532
                 198,            0.014969,            0.010355,           0.0012776,             0.99322,                   1,               0.995,             0.85165,            0.013479,           0.0043671,            0.001157,            0.003499,            0.003499,            0.003499
                 199,             0.01333,            0.010759,           0.0012994,             0.99587,                   1,               0.995,             0.86773,            0.012233,           0.0043105,           0.0012389,            0.003466,            0.003466,            0.003466
                 200,            0.012609,           0.0096962,           0.0020941,             0.99561,                   1,               0.995,             0.86877,            0.013982,           0.0045074,           0.0012728,            0.003433,            0.003433,            0.003433
                 201,            0.014653,           0.0093124,           0.0012836,             0.99438,                   1,               0.995,             0.86516,             0.01352,           0.0044592,           0.0012852,              0.0034,              0.0034,              0.0034
                 202,            0.014808,           0.0090194,           0.0012568,             0.99485,                   1,               0.995,             0.87665,            0.012935,           0.0045254,           0.0014521,            0.003367,            0.003367,            0.003367
                 203,            0.013568,             0.01015,           0.0010535,             0.99399,                   1,               0.995,             0.85574,            0.012904,           0.0043806,           0.0013717,            0.003334,            0.003334,            0.003334
                 204,            0.013356,            0.009075,           0.0012183,             0.99461,                   1,               0.995,             0.80333,            0.015914,             0.00465,           0.0013486,            0.003301,            0.003301,            0.003301
                 205,            0.014984,            0.010976,           0.0012207,             0.99373,                   1,               0.995,             0.85648,            0.013586,           0.0046807,             0.00118,            0.003268,            0.003268,            0.003268
                 206,            0.015555,           0.0098563,           0.0022585,             0.99547,                   1,               0.995,             0.85372,            0.014017,           0.0047276,          0.00097341,            0.003235,            0.003235,            0.003235
                 207,            0.013297,           0.0088273,           0.0010125,             0.99629,                   1,               0.995,             0.86078,             0.01408,           0.0045912,          0.00089584,            0.003202,            0.003202,            0.003202
                 208,            0.013519,            0.010952,           0.0011779,             0.99671,                   1,               0.995,             0.88808,            0.012456,            0.004512,          0.00088112,            0.003169,            0.003169,            0.003169
                 209,            0.014756,           0.0099747,           0.0011469,             0.99678,                   1,               0.995,              0.8739,            0.013629,            0.004493,           0.0009033,            0.003136,            0.003136,            0.003136
                 210,            0.013009,            0.010017,           0.0010645,             0.99691,                   1,               0.995,             0.86315,            0.013526,           0.0046176,          0.00097259,            0.003103,            0.003103,            0.003103
                 211,             0.01556,           0.0089344,           0.0010042,             0.99712,                   1,               0.995,             0.84807,            0.013324,           0.0046018,           0.0010243,             0.00307,             0.00307,             0.00307
                 212,            0.013752,            0.011124,            0.001135,             0.99651,                   1,               0.995,             0.87454,            0.012433,           0.0046701,             0.00104,            0.003037,            0.003037,            0.003037
                 213,            0.014964,           0.0097453,           0.0014419,             0.99574,                   1,               0.995,             0.84018,            0.016211,           0.0047944,           0.0010298,            0.003004,            0.003004,            0.003004
                 214,            0.014558,           0.0090749,            0.001504,             0.99502,                   1,               0.995,             0.86457,            0.013647,           0.0045762,            0.001096,            0.002971,            0.002971,            0.002971
                 215,            0.014242,           0.0099139,           0.0010801,             0.99506,                   1,               0.995,             0.87812,            0.012158,           0.0046287,           0.0011452,            0.002938,            0.002938,            0.002938
                 216,              0.0134,           0.0095441,          0.00090651,             0.99351,                   1,               0.995,             0.83951,            0.014453,            0.004708,            0.001179,            0.002905,            0.002905,            0.002905
                 217,            0.014806,           0.0095148,          0.00092343,             0.99262,                   1,               0.995,             0.87841,            0.013027,            0.004604,           0.0012383,            0.002872,            0.002872,            0.002872
                 218,            0.013564,           0.0096815,           0.0010898,             0.99046,                   1,               0.995,             0.83962,            0.014261,           0.0045616,           0.0013558,            0.002839,            0.002839,            0.002839
                 219,            0.013504,           0.0084883,            0.001064,             0.99284,                   1,               0.995,             0.84851,            0.014306,           0.0046432,           0.0012492,            0.002806,            0.002806,            0.002806
                 220,             0.01223,            0.009403,           0.0016158,             0.99818,                   1,               0.995,             0.84623,            0.012792,           0.0046394,           0.0013568,            0.002773,            0.002773,            0.002773
                 221,             0.01403,            0.011987,           0.0017985,             0.99841,                   1,               0.995,             0.85133,            0.014181,           0.0047373,           0.0014771,             0.00274,             0.00274,             0.00274
                 222,              0.0123,           0.0082067,           0.0010421,             0.99818,                   1,               0.995,             0.85474,            0.012271,           0.0047138,            0.001524,            0.002707,            0.002707,            0.002707
                 223,            0.011542,           0.0085064,            0.001307,             0.99791,                   1,               0.995,             0.86155,            0.012658,            0.004758,           0.0013311,            0.002674,            0.002674,            0.002674
                 224,            0.013009,           0.0087601,           0.0011897,             0.99789,                   1,               0.995,             0.83121,            0.013889,           0.0048453,           0.0012506,            0.002641,            0.002641,            0.002641
                 225,            0.012208,           0.0077401,           0.0011781,             0.99785,                   1,               0.995,               0.865,            0.012484,           0.0048971,           0.0010619,            0.002608,            0.002608,            0.002608
                 226,            0.012087,            0.009174,           0.0012498,             0.99785,                   1,               0.995,             0.85065,            0.013462,           0.0051353,          0.00097956,            0.002575,            0.002575,            0.002575
                 227,            0.012426,           0.0089916,           0.0017021,             0.99814,                   1,               0.995,             0.86839,            0.012394,            0.005031,          0.00096904,            0.002542,            0.002542,            0.002542
                 228,            0.011888,           0.0080915,           0.0012242,             0.99832,                   1,               0.995,             0.86861,            0.013471,           0.0051425,          0.00095523,            0.002509,            0.002509,            0.002509
                 229,            0.012708,           0.0076581,          0.00088295,             0.99764,                   1,               0.995,             0.86657,            0.013575,           0.0051288,          0.00084207,            0.002476,            0.002476,            0.002476
                 230,            0.011943,             0.01056,           0.0010621,             0.99777,                   1,               0.995,             0.86691,            0.012631,           0.0049762,          0.00076058,            0.002443,            0.002443,            0.002443
                 231,            0.010912,            0.008856,          0.00086096,             0.99793,                   1,               0.995,               0.877,            0.012707,           0.0046905,          0.00074263,             0.00241,             0.00241,             0.00241
                 232,            0.012295,           0.0095163,           0.0011295,             0.99815,                   1,               0.995,             0.89371,            0.013255,           0.0046665,          0.00072241,            0.002377,            0.002377,            0.002377
                 233,            0.013293,            0.010035,           0.0014097,             0.99832,                   1,               0.995,             0.87064,            0.012734,           0.0045537,          0.00078185,            0.002344,            0.002344,            0.002344
                 234,            0.012362,           0.0093519,          0.00098427,              0.9985,                   1,               0.995,             0.86836,            0.013101,           0.0046736,          0.00099689,            0.002311,            0.002311,            0.002311
                 235,            0.011775,           0.0099021,           0.0013276,             0.99785,                   1,               0.995,             0.87416,            0.012737,           0.0047228,           0.0012975,            0.002278,            0.002278,            0.002278
                 236,            0.011496,           0.0085393,           0.0010069,              0.9978,                   1,               0.995,             0.88327,            0.012541,           0.0047036,           0.0013481,            0.002245,            0.002245,            0.002245
                 237,             0.01182,           0.0090265,          0.00079662,             0.99748,                   1,               0.995,             0.86918,            0.013299,           0.0047554,           0.0015167,            0.002212,            0.002212,            0.002212
                 238,            0.011711,           0.0099513,           0.0012605,             0.99672,                   1,               0.995,             0.86869,             0.01228,           0.0047959,           0.0016144,            0.002179,            0.002179,            0.002179
                 239,             0.01056,           0.0080547,          0.00097577,             0.99556,                   1,               0.995,             0.86752,             0.01226,           0.0047311,           0.0017327,            0.002146,            0.002146,            0.002146
                 240,             0.01179,           0.0076798,           0.0010241,             0.99527,                   1,               0.995,             0.85938,            0.012894,           0.0046654,           0.0017124,            0.002113,            0.002113,            0.002113
                 241,            0.010945,           0.0083356,          0.00097679,             0.99612,                   1,               0.995,             0.86694,            0.012355,           0.0046287,            0.001645,             0.00208,             0.00208,             0.00208
                 242,            0.010999,           0.0080581,          0.00073935,             0.99707,                   1,               0.995,             0.87488,            0.012144,           0.0046677,           0.0015748,            0.002047,            0.002047,            0.002047
                 243,            0.010209,           0.0097272,          0.00089702,             0.99746,                   1,               0.995,             0.85442,            0.012187,           0.0046722,           0.0014901,            0.002014,            0.002014,            0.002014
                 244,            0.011329,             0.01016,           0.0011123,             0.99736,                   1,               0.995,             0.85314,            0.012904,           0.0047019,           0.0014706,            0.001981,            0.001981,            0.001981
                 245,            0.011463,           0.0085995,          0.00092626,             0.99707,                   1,               0.995,             0.85634,            0.012712,           0.0047987,           0.0014729,            0.001948,            0.001948,            0.001948
                 246,            0.011204,           0.0092238,          0.00091305,             0.99736,                   1,               0.995,             0.83106,            0.013529,           0.0050233,           0.0014677,            0.001915,            0.001915,            0.001915
                 247,            0.010683,           0.0089791,          0.00073775,             0.99747,                   1,               0.995,             0.86507,            0.012484,           0.0051783,           0.0013976,            0.001882,            0.001882,            0.001882
                 248,            0.010335,           0.0090417,           0.0010954,             0.99749,                   1,               0.995,             0.83991,            0.013394,            0.005323,           0.0013994,            0.001849,            0.001849,            0.001849
                 249,            0.011797,           0.0079335,           0.0017742,             0.99853,                   1,               0.995,             0.88275,            0.013035,           0.0052974,          0.00073831,            0.001816,            0.001816,            0.001816
                 250,            0.010708,           0.0088372,           0.0007771,             0.98601,             0.99999,               0.995,             0.85092,            0.013898,           0.0051006,          0.00088542,            0.001783,            0.001783,            0.001783
                 251,            0.011805,           0.0074964,          0.00077821,             0.99455,             0.93918,               0.995,             0.86157,             0.01272,           0.0049701,              0.0019,             0.00175,             0.00175,             0.00175
                 252,            0.010271,            0.010132,           0.0008683,             0.99036,             0.93902,               0.995,              0.8645,            0.012641,           0.0050595,           0.0023126,            0.001717,            0.001717,            0.001717
                 253,            0.011265,           0.0072644,           0.0011739,             0.98886,             0.93913,               0.995,             0.87347,            0.013339,           0.0050614,           0.0023255,            0.001684,            0.001684,            0.001684
                 254,           0.0098946,           0.0088822,          0.00083537,             0.97913,             0.93891,               0.995,             0.87728,            0.012435,           0.0049619,           0.0028042,            0.001651,            0.001651,            0.001651
                 255,            0.011187,           0.0097503,           0.0012456,             0.98851,             0.93913,               0.995,             0.87681,             0.01236,           0.0048722,           0.0021991,            0.001618,            0.001618,            0.001618
                 256,            0.010599,           0.0089814,           0.0009097,             0.98882,             0.93923,               0.995,             0.87977,            0.012481,           0.0047966,           0.0021152,            0.001585,            0.001585,            0.001585
                 257,            0.010061,           0.0069251,          0.00061378,             0.95611,             0.99982,               0.995,             0.88302,            0.012326,           0.0048696,           0.0013147,            0.001552,            0.001552,            0.001552
                 258,            0.010307,           0.0083635,          0.00082567,              0.9955,                   1,               0.995,             0.86178,            0.013266,           0.0049169,          0.00085678,            0.001519,            0.001519,            0.001519
                 259,            0.010469,           0.0089194,          0.00098626,              0.9982,                   1,               0.995,             0.86021,            0.012644,           0.0047936,          0.00081027,            0.001486,            0.001486,            0.001486
                 260,           0.0099578,           0.0079376,          0.00093989,             0.99767,                   1,               0.995,             0.85972,            0.012405,           0.0047297,          0.00077858,            0.001453,            0.001453,            0.001453
                 261,            0.010233,           0.0081092,          0.00084659,             0.99682,                   1,               0.995,             0.85595,            0.012499,           0.0047089,          0.00075919,             0.00142,             0.00142,             0.00142
                 262,           0.0096321,           0.0060133,          0.00058195,             0.99674,                   1,               0.995,             0.86238,            0.012177,           0.0045378,          0.00082859,            0.001387,            0.001387,            0.001387
                 263,           0.0099845,           0.0071225,          0.00074794,             0.99646,                   1,               0.995,             0.86992,            0.012336,           0.0044787,          0.00089463,            0.001354,            0.001354,            0.001354
                 264,           0.0099531,           0.0084899,          0.00088521,             0.99636,                   1,               0.995,             0.86813,              0.0121,           0.0044001,           0.0009418,            0.001321,            0.001321,            0.001321
                 265,           0.0098404,           0.0070218,           0.0013411,             0.99566,                   1,               0.995,             0.86306,            0.012549,           0.0043538,           0.0010815,            0.001288,            0.001288,            0.001288
                 266,            0.010148,            0.011159,           0.0010359,             0.99507,                   1,               0.995,             0.85573,            0.012486,           0.0043062,           0.0012909,            0.001255,            0.001255,            0.001255
                 267,            0.010093,           0.0077288,           0.0010681,             0.99497,                   1,               0.995,              0.8579,            0.012759,           0.0043612,           0.0014481,            0.001222,            0.001222,            0.001222
                 268,           0.0097882,           0.0080694,          0.00058408,             0.99459,                   1,               0.995,             0.87537,            0.012168,           0.0043786,           0.0015064,            0.001189,            0.001189,            0.001189
                 269,            0.010287,             0.00829,          0.00066073,             0.99527,                   1,               0.995,             0.86788,            0.012468,           0.0044518,           0.0017352,            0.001156,            0.001156,            0.001156
                 270,             0.01029,           0.0077588,           0.0012206,             0.99569,                   1,               0.995,             0.87031,            0.012243,           0.0045684,           0.0019026,            0.001123,            0.001123,            0.001123
                 271,            0.010632,           0.0094503,           0.0023009,             0.99256,                   1,               0.995,             0.87079,            0.012719,           0.0046219,           0.0020765,             0.00109,             0.00109,             0.00109
                 272,            0.010118,           0.0077761,           0.0017837,             0.99362,                   1,               0.995,             0.87092,            0.012259,           0.0045523,           0.0019957,            0.001057,            0.001057,            0.001057
                 273,           0.0093673,           0.0077035,           0.0007297,             0.99571,                   1,               0.995,             0.86796,            0.012518,           0.0045534,           0.0017824,            0.001024,            0.001024,            0.001024
                 274,           0.0090863,           0.0075926,           0.0013401,             0.99688,                   1,               0.995,              0.8701,            0.012169,           0.0044918,           0.0015269,            0.000991,            0.000991,            0.000991
                 275,           0.0095975,           0.0083711,             0.00175,             0.99752,                   1,               0.995,             0.86305,            0.012425,           0.0046069,           0.0015113,            0.000958,            0.000958,            0.000958
                 276,            0.010045,           0.0097231,          0.00079207,             0.99759,                   1,               0.995,             0.85986,            0.012374,           0.0046857,           0.0015252,            0.000925,            0.000925,            0.000925
                 277,           0.0096061,           0.0079437,          0.00067175,             0.99766,                   1,               0.995,              0.8518,            0.012574,           0.0048195,           0.0014217,            0.000892,            0.000892,            0.000892
                 278,           0.0099266,           0.0093901,          0.00083312,             0.99799,                   1,               0.995,             0.86428,            0.012975,           0.0049246,           0.0011992,            0.000859,            0.000859,            0.000859
                 279,           0.0085419,           0.0063106,          0.00068842,             0.99784,                   1,               0.995,             0.86658,            0.012456,            0.004873,           0.0010578,            0.000826,            0.000826,            0.000826
                 280,           0.0098989,           0.0081387,           0.0005129,             0.99788,                   1,               0.995,              0.8674,             0.01238,           0.0048257,            0.001026,            0.000793,            0.000793,            0.000793
                 281,           0.0095067,           0.0076772,          0.00071313,             0.99783,                   1,               0.995,             0.86347,            0.012722,           0.0047852,          0.00087725,             0.00076,             0.00076,             0.00076
                 282,            0.009667,           0.0079184,          0.00069202,             0.99775,                   1,               0.995,             0.85863,            0.012919,           0.0047621,          0.00090294,            0.000727,            0.000727,            0.000727
                 283,           0.0094301,           0.0074157,           0.0010727,             0.99772,                   1,               0.995,             0.85686,            0.012833,           0.0047387,          0.00079929,            0.000694,            0.000694,            0.000694
                 284,           0.0092997,           0.0070693,          0.00048688,             0.99783,                   1,               0.995,             0.86129,            0.012591,           0.0046914,          0.00077338,            0.000661,            0.000661,            0.000661
                 285,           0.0095531,           0.0089139,           0.0010853,              0.9977,                   1,               0.995,             0.86001,            0.012543,           0.0046358,          0.00073993,            0.000628,            0.000628,            0.000628
                 286,           0.0090655,           0.0072338,          0.00064612,             0.99791,                   1,               0.995,             0.86861,            0.012424,           0.0046228,          0.00073382,            0.000595,            0.000595,            0.000595
                 287,           0.0088273,           0.0081195,            0.000538,             0.99779,                   1,               0.995,             0.86337,            0.012233,           0.0046546,          0.00070946,            0.000562,            0.000562,            0.000562
                 288,           0.0087977,            0.007137,          0.00075781,             0.99777,                   1,               0.995,              0.8615,            0.012063,           0.0046559,          0.00070668,            0.000529,            0.000529,            0.000529
                 289,           0.0099396,           0.0065513,           0.0013561,             0.99763,                   1,               0.995,             0.86144,            0.012203,           0.0046962,          0.00073411,            0.000496,            0.000496,            0.000496
                 290,           0.0095384,           0.0073781,          0.00070679,             0.99781,                   1,               0.995,             0.86028,            0.012542,           0.0047157,           0.0007299,            0.000463,            0.000463,            0.000463
                 291,           0.0094677,           0.0070037,          0.00076613,              0.9977,                   1,               0.995,             0.86214,            0.012408,           0.0046979,           0.0008384,             0.00043,             0.00043,             0.00043
                 292,           0.0086678,           0.0083999,          0.00064256,              0.9977,                   1,               0.995,             0.86219,            0.012612,           0.0047286,          0.00083774,            0.000397,            0.000397,            0.000397
                 293,           0.0093667,           0.0072246,          0.00069306,             0.99761,                   1,               0.995,             0.85704,            0.012757,           0.0047672,          0.00084015,            0.000364,            0.000364,            0.000364
                 294,           0.0094442,           0.0082124,          0.00064937,             0.99739,                   1,               0.995,             0.85716,            0.012673,           0.0047786,          0.00092094,            0.000331,            0.000331,            0.000331
                 295,            0.009048,           0.0087987,          0.00071423,             0.99749,                   1,               0.995,             0.85954,            0.012437,           0.0047772,          0.00098333,            0.000298,            0.000298,            0.000298
                 296,           0.0096683,           0.0090682,           0.0007986,             0.99743,                   1,               0.995,             0.85718,            0.012336,           0.0047618,          0.00098549,            0.000265,            0.000265,            0.000265
                 297,           0.0090137,           0.0063998,           0.0009363,             0.99725,                   1,               0.995,             0.86354,            0.012278,           0.0047796,          0.00089613,            0.000232,            0.000232,            0.000232
                 298,           0.0089892,           0.0080424,           0.0010246,             0.99745,                   1,               0.995,             0.86054,            0.012434,           0.0048269,          0.00093263,            0.000199,            0.000199,            0.000199
                 299,           0.0091066,           0.0075762,          0.00059386,             0.99742,                   1,               0.995,             0.85774,             0.01248,           0.0048496,          0.00091406,            0.000166,            0.000166,            0.000166
